name,review_count,rating,price,category,city,state,zip_code,delivery,pickup,restaurant reservation,vagen_options,street parking,wheelchair accessible,free wi-fi,accepts credit card,accepts apple pay,accepts android pay,outdoor seating,casual dress,good for kids,bike parking,tv,waiter service,full bar,dogs allowed
LONO Hollywood,423,4.5,2,tikibars,Los Angeles,CA,90028,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
Rocco's Neighborhood Pizza,622,4,2,italian,Los Angeles,CA,90048,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0
Jar,1056,3.5,3,newamerican,Los Angeles,CA,90048,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
The Dresden Restaurant,842,4,2,lounges,Los Angeles,CA,90027,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0
BCD Tofu House,896,3.5,2,korean,Los Angeles,CA,90005,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
Awesome Coffee,629,4,2,icecream,Los Angeles,CA,90010,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
Tu Madre - Westwood,1265,3.5,1,tapasmallplates,Los Angeles,CA,90025,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
Space E.Um Cafe,292,4.5,1,coffee,Los Angeles,CA,90010,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
Go Get Em Tiger,673,4,2,coffee,Los Angeles,CA,90004,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1
Shojin Culver City,487,4.5,3,japanese,Los Angeles,CA,90066,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Glowing Juices/ Vegan Market,158,5,2,healthmarkets,Los Angeles,CA,90026,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
C&M Cafe,476,4.5,2,sandwiches,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1
Pho 24,718,4,1,vietnamese,Los Angeles,CA,90020,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Fogo de Chão Brazilian Steakhouse,1209,3.5,3,steak,Los Angeles,CA,90017,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0
Burgers Never Say Die,775,4,2,burgers,Los Angeles,CA,90039,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
SUGARFISH by sushi nozawa,507,4,3,japanese,Los Angeles,CA,90028,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
The Backhouse,919,4,2,sushi,Los Angeles,CA,90064,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0
Food,919,4,2,sandwiches,Los Angeles,CA,90064,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
La Monarca Bakery & Cafe,400,4.5,1,bakeries,Los Angeles,CA,90028,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
SushiStop Sawtelle North,1532,3.5,2,sushi,Los Angeles,CA,90025,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
La Fonda Antioquena,447,4,2,colombian,Los Angeles,CA,90038,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
G&B Coffee,843,4,2,coffee,Los Angeles,CA,90013,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
Al's Hot Chicken,787,4,1,chickenshop,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
Commerson,454,4,2,newamerican,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
Moodaepo,1868,3.5,2,korean,Los Angeles,CA,90005,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
Madre Oaxacan Restaurant and Mezcaleria,879,4,2,mexican,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
Inko Nito,609,4,2,japanese,Los Angeles,CA,90012,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0
Castle BBQ,1583,3.5,2,bbq,Los Angeles,CA,90004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
El Cartel,560,4,1,mexican,Los Angeles,CA,90036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby's Badass Burgers,743,4,2,burgers,Los Angeles,CA,90069,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
Al Wazir Chicken,582,4,1,mideastern,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
It's Boba Time,836,3.5,1,coffee,Los Angeles,CA,90020,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Idle Hour,1066,4,2,tradamerican,Los Angeles,CA,91601,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1
My Thai,618,4,2,thai,Los Angeles,CA,90020,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0
Four Cafe,773,4,2,newamerican,Los Angeles,CA,90041,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
La Chuperia,549,4,2,mexican,Los Angeles,CA,90033,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
Openaire,825,4,2,newamerican,Los Angeles,CA,90010,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0
La Barca Restaurant,902,4,2,mexican,Los Angeles,CA,90007,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0
Lamill Coffee Silverlake,1546,3.5,2,coffee,Los Angeles,CA,90026,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
Pink Taco,1313,3.5,2,mexican,Los Angeles,CA,90046,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
Roll Call,373,4.5,2,sushi,Los Angeles,CA,90010,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
Stir Crazy Coffee House,380,4.5,1,coffee,Los Angeles,CA,90038,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1
Chicas Tacos,606,4,2,mexican,Los Angeles,CA,90036,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1
Ord & Broadway,261,4.5,2,asianfusion,Los Angeles,CA,90012,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0
Coffee For Sasquatch,285,4.5,2,coffee,Los Angeles,CA,90038,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Top Round Roast Beef,855,3.5,2,sandwiches,Los Angeles,CA,90019,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Louders,181,4.5,2,chicken_wings,Los Angeles,CA,90020,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
Tirsa's,262,4.5,2,mexican,Los Angeles,CA,90012,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0
Scoops,364,4.5,1,icecream,Los Angeles,CA,90012,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Jewel,267,4.5,2,breakfast_brunch,Los Angeles,CA,90004,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
Blue Bottle Coffee,564,4,2,coffee,Los Angeles,CA,90013,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
Coffee Commissary,730,4,2,coffee,Los Angeles,CA,90046,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1
Hot Wings Cafe,952,3.5,2,chicken_wings,Los Angeles,CA,90038,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0
California Chicken Cafe,1055,4,2,tradamerican,Los Angeles,CA,90025,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
Sushi Ye,295,4.5,2,sushi,Los Angeles,CA,90004,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
Lokal Sandwich Shop,328,4.5,1,sandwiches,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
Swingers Diner,1164,3.5,2,diners,Los Angeles,CA,90048,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1
Moon House Chinese Cuisine,903,4,2,dimsum,Los Angeles,CA,90025,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
Spoke Bicycle Cafe,394,4.5,2,coffee,Los Angeles,CA,90039,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
Yai Restaurant,497,4,2,thai,Los Angeles,CA,90028,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Caffé Bene Wilshire,741,4,2,coffee,Los Angeles,CA,90010,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Bacio di Latte,243,4.5,2,icecream,Los Angeles,CA,90067,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
SPL Coffee,147,5,1,coffee,Los Angeles,CA,90020,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
Jeon Ju Restaurant,381,4,2,korean,Los Angeles,CA,90006,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Petty Cash Taqueria & Bar,924,3.5,2,mexican,Los Angeles,CA,90036,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0
Chakan Sul Lung Tang,202,4.5,2,korean,Los Angeles,CA,90020,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Supremo,212,4.5,2,italian,Los Angeles,CA,90036,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
The Ivy,2039,3.5,3,newamerican,Los Angeles,CA,90048,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
Simply Wholesome,885,4,2,soulfood,Los Angeles,CA,90043,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
Trejos Tacos - La Brea,1760,3.5,2,mexican,Los Angeles,CA,90019,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
Philz Coffee,316,4.5,2,coffee,Los Angeles,CA,90028,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
Figaro Bistrot,1254,3.5,2,french,Los Angeles,CA,90027,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1
HMS Bounty,571,4,2,bars,Los Angeles,CA,90010,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Nothing But Coffee,195,4.5,2,coffee,Los Angeles,CA,90010,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
Pepe's Tacos,586,4,1,mexican,Los Angeles,CA,90066,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
La Brea Ramen and Sushi,482,4,2,ramen,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
Mr. Sate,264,4.5,2,indonesian,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0
Honeymee Sawtelle,796,4,1,icecream,Los Angeles,CA,90064,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Caveman Kitchen,507,4,2,latin,Los Angeles,CA,90007,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
Burgerlords Chinatown,817,4,1,burgers,Los Angeles,CA,90012,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
Sushi Zo  | Downtown Los Angeles,277,4.5,4,japanese,Los Angeles,CA,90013,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
KC's Crepes Cafe,855,4,1,coffee,Los Angeles,CA,90045,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
TBLA Catering & Cafe,197,4.5,2,newamerican,Los Angeles,CA,90014,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0
Post & Beam,960,3.5,2,pizza,Los Angeles,CA,90008,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
Pizza Go,346,4.5,2,pizza,Los Angeles,CA,90020,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
LaB Coffee & Roasters,267,4.5,2,coffee,Los Angeles,CA,90004,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Otomisan Restaurant,343,4.5,2,japanese,Los Angeles,CA,90033,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0
Dave's Chillin and Grillin,552,4,1,sandwiches,Los Angeles,CA,90041,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
Hash,761,4,2,breakfast_brunch,Los Angeles,CA,90094,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
Hasiba,231,4.5,2,mideastern,Los Angeles,CA,90035,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
Seoul Garden Restaurant,528,4,2,korean,Los Angeles,CA,90006,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1
Kung Fu Tea,378,4,1,bubbletea,Los Angeles,CA,90005,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Tacos Delta,611,4,1,mexican,Los Angeles,CA,90026,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
Maru Coffee,277,4.5,2,coffee,Los Angeles,CA,90027,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Kogi BBQ Truck - Verde,647,4,1,bbq,Los Angeles,CA,90041,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
Little Damage,1413,3.5,2,icecream,Los Angeles,CA,90014,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
Spring For Coffee,394,4.5,1,coffee,Los Angeles,CA,90013,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
The Roger Room,519,4,2,bars,Los Angeles,CA,90048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Zooies,251,4.5,1,bakeries,Los Angeles,CA,90034,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
RoRo's Chicken,580,4,1,mediterranean,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
Mojo Hookah Lounge,274,4.5,2,hookah_bars,Los Angeles,CA,90028,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
Torung Restaurant,540,4,1,thai,Los Angeles,CA,90028,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0
My Ramen Bar,798,4,2,ramen,Los Angeles,CA,90012,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
King Taco,1042,3.5,1,mexican,Los Angeles,CA,90006,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Mignon,454,4,2,wine_bars,Los Angeles,CA,90014,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Cafecito Organico Silver Lake,518,4,1,coffee,Los Angeles,CA,90004,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
Arctic Hotspot Bakery & Cafe,257,4.5,1,bakeries,Los Angeles,CA,90033,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
Rosalind's Ethiopian Restaurant,622,4,2,ethiopian,Los Angeles,CA,90019,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0
Electric Owl,426,4,2,cocktailbars,Los Angeles,CA,90046,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0
IndiMex Eats,356,4.5,1,indpak,Los Angeles,CA,90038,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Vees Cafe,785,4,2,breakfast_brunch,Los Angeles,CA,90016,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1
Young King,578,4,2,chinese,Los Angeles,CA,90006,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Happy Ice,237,4.5,1,foodtrucks,Los Angeles,CA,90046,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Koreatown Pizza Company,370,4,2,pizza,Los Angeles,CA,90010,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
Noya Kitchen,146,5,2,halal,Los Angeles,CA,90020,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
Pho Saigon Republic,486,4,1,vietnamese,Los Angeles,CA,90012,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0
Bo Daddy’s BBQ,239,4.5,2,bbq,Los Angeles,CA,90015,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
La Chouquette,192,4.5,2,bakeries,Los Angeles,CA,90046,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Oops! Sushi & Sake Bar,644,4,2,sushi,Los Angeles,CA,90064,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0
Roji Bakery,129,5,1,bakeries,Los Angeles,CA,90036,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
Melrose Burgers 'N Fries,361,4.5,2,kosher,Los Angeles,CA,90046,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
Gam Ja Gol,418,4,2,korean,Los Angeles,CA,90006,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Rossoblu,608,4,3,italian,Los Angeles,CA,90015,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1
Birrieria Don Boni,487,4,2,mexican,Los Angeles,CA,90033,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0
All'Acqua,632,4,2,italian,Los Angeles,CA,90039,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0
Momed Atwater Village,655,4,2,mediterranean,Los Angeles,CA,90039,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Chung Ki Wa,386,4,2,korean,Los Angeles,CA,90019,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
Shaky Alibi,534,4,2,coffee,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1
New York Bagel and Deli,390,4.5,1,bagels,Los Angeles,CA,90064,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Ostrich Farm,499,4,2,bars,Los Angeles,CA,90026,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
EAT Show,141,5,2,localflavor,Los Angeles,CA,90007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie's,433,4,2,italian,Los Angeles,CA,90046,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
33 Taps,426,4,2,sportsbars,Los Angeles,CA,90026,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1
Crawford's,318,4.5,2,southern,Los Angeles,CA,90057,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
Ramen of York,680,4,2,ramen,Los Angeles,CA,90042,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0
Bloom & Plume Coffee,185,4.5,2,coffee,Los Angeles,CA,90026,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Bohemia,229,4.5,1,coffee,Los Angeles,CA,90046,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
The Joint Eatery,259,4.5,2,coffee,Los Angeles,CA,91423,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Meatzilla!,302,4.5,2,burgers,Los Angeles,CA,90014,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1
Diablo,808,4,2,bars,Los Angeles,CA,90026,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"The Rooftop at The Standard, Downtown LA",1558,3.5,3,lounges,Los Angeles,CA,90071,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
Kotoya Ramen,592,4,2,ramen,Los Angeles,CA,90034,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
Pokémolé,357,4,2,poke,Los Angeles,CA,90057,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0
Constellation Coffee,126,5,2,coffee,Los Angeles,CA,90039,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
L & E Oyster Bar,628,4,3,seafood,Los Angeles,CA,90026,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
Saint Felix,761,4,2,newamerican,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
My Lai,240,4.5,2,vietnamese,Los Angeles,CA,90066,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
The Bigg Chill Frozen Yogurt,724,4,1,icecream,Los Angeles,CA,90064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Esquina,289,4.5,1,mexican,Los Angeles,CA,90034,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
CJ's Cafe,595,4,1,mexican,Los Angeles,CA,90019,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
Spring Street Bar,560,4,2,sandwiches,Los Angeles,CA,90014,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
R Bar,623,4,2,lounges,Los Angeles,CA,90005,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Umami Burger,1307,3.5,2,burgers,Los Angeles,CA,90014,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
Sea Dragon Chinese Restaurant,429,4,1,chinese,Los Angeles,CA,90004,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
The Doughroom,698,4,2,newamerican,Los Angeles,CA,90034,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
Crispy Crust Hollywood,465,4,2,pizza,Los Angeles,CA,90038,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Fresh Corn Grill,644,4,2,newamerican,Los Angeles,CA,90024,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
Falafel Arax,338,4.5,1,falafel,Los Angeles,CA,90029,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Kabob Bowl,172,5,1,mediterranean,Los Angeles,CA,90065,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0
Yang San Bak,302,4.5,2,korean,Los Angeles,CA,90020,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
Honey Pig,940,3.5,2,korean,Los Angeles,CA,90005,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
Frogtowns Gourmet Tacos,133,5,1,tacos,Los Angeles,CA,90039,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1
Hollywood Sign Hike,232,4.5,2,hiking,Los Angeles,CA,90068,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
The 3rd Stop,639,4,2,gastropubs,Los Angeles,CA,90048,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0
Ray's and Stark Bar,836,3.5,2,newamerican,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
Sea Salt Poke,466,4.5,2,seafood,Los Angeles,CA,90064,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0
Nabeeya,337,4.5,2,sushi,Los Angeles,CA,90014,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Volcano Tea House,1359,3.5,1,coffee,Los Angeles,CA,90025,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Public School 213,870,3.5,2,bars,Los Angeles,CA,90017,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0
The Carving Board,397,4.5,2,sandwiches,Los Angeles,CA,90064,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Rocco's Italian Market and Deli,231,4.5,2,italian,Los Angeles,CA,90027,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
Dune Downtown,193,4.5,2,falafel,Los Angeles,CA,90015,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0
sweetgreen,500,4,2,salad,Los Angeles,CA,90048,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Bossa Nova Brazilian Cuisine,1360,3.5,2,brazilian,Los Angeles,CA,90064,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
Stone Grill,460,4,2,korean,Los Angeles,CA,90005,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
The Six Chow House West Los Angeles,765,4,2,sportsbars,Los Angeles,CA,90064,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
Little Fatty,749,4,2,newamerican,Los Angeles,CA,90066,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
Good Goose Cafe,147,5,2,asianfusion,Los Angeles,CA,90004,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
Tiago Coffee Bar & Kitchen,619,4,2,coffee,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1
Bohemian House of Espresso + Chai,124,5,1,coffee,Los Angeles,CA,90013,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Pinches Tacos,865,4,2,mexican,Los Angeles,CA,90046,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
Cousins Maine Lobster - Los Angeles,994,3.5,2,seafood,Los Angeles,CA,90012,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
Tamales Alberto,359,4.5,1,mexican,Los Angeles,CA,90026,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Dulan's On Crenshaw,698,4,2,soulfood,Los Angeles,CA,90043,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Beelman's,384,4,2,pubs,Los Angeles,CA,90014,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1
Tacos Villa Corona,661,4,1,mexican,Los Angeles,CA,90039,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
Shamshiri Grill,1466,3.5,2,mideastern,Los Angeles,CA,90024,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
Fantastic Donuts and Croissants,378,4,1,donuts,Los Angeles,CA,90006,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
BKK101 Thai Cuisine,692,4,2,thai,Los Angeles,CA,90034,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Met Him At A Bar,233,4.5,2,italian,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0
Pearl River Deli,149,4.5,2,cantonese,Los Angeles,CA,90012,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
The Original Herbivore,202,4.5,2,foodtrucks,Los Angeles,CA,90010,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1
VOWburger,241,4.5,2,burgers,Los Angeles,CA,90036,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
The Well,735,4,2,lounges,Los Angeles,CA,90028,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
Southland Beer,186,4.5,2,beerbar,Los Angeles,CA,90005,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Attari Sandwich Shop,672,4,2,sandwiches,Los Angeles,CA,90024,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Frolic Room,447,4,2,divebars,Los Angeles,CA,90028,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
